title,content,genre,url,author,period,specific_genre
Hơi Ấm Ổ Rơm,"Tôi gõ cửa ngôi nhà tranh nhỏ bé ven đồng chiêm<
>Bà mẹ đón tôi trong gió đêm<
>- Nhà mẹ hẹp nhưng còn mê chỗ ngủ<
>Mẹ chỉ phàn nàn chiếu chăn chả đủ<
>Rồi mẹ ôm rơm lót ổ tôi nằm<
>Rơm vàng bọc tôi như kén bọc tằm<
>Tôi thao thức trong hương mật ong của ruộng<
>Trong hơi ấm hơn nhiều chăn đệm<
>Của những cọng rơm xơ xác gầy gò<
>Hạt gạo nuôi hết thảy chúng ta no<
>Riêng cái ấm nồng nàn như lửa<
>Cái mộc mạc lên hương của lúa<
>Đâu dễ chia cho tất cả mọi người<
>Bình Lục – một đêm lỡ đường",bảy chữ,https://isach.info/poem.php?poem=hoi_am_o_rom__nguyen_duy,Nguyễn Duy,hiện đại,
Kính Gửi Tuổi Học Trò,"Học trò con trai ma quỷ<
>Học trò con gái thần tiên<
>Thầy bắt thần tiên ngồi kèm ma quỷ<
>Bén hơi ma quỉ ghẹo thần tiên<
>Lập lòe đom đóm vĩnh cửu<
>Ô mai đổi kẹo bạc hà<
>Lấm láp trang đời mỗi dày mỗi kịch<
>Thời gian không mất trắng bao giờ<
>Câu chuyện học trò không đầu không cuối<
>Tình ý học trò quả me chua loét<
>Lưu bút mùa hoa phượng cháy không nguôi<
>Lá thư học trò vu vơ dấm dúi<
>Nỗi nhớ học trò chấp chới suốt đời nhau<
>Đẹp như là không đâu vào đâu",bảy chữ,https://isach.info/poem.php?poem=kinh_gui_tuoi_hoc_tro__nguyen_duy,Nguyễn Duy,hiện đại,
Mỗi,"Em đi bỏ lửng sân đình<
>Trống chèo ngắc ngoải thùng thình gọi ai<
>Chòng chành kiếp nón không quai<
>Hai mà một một mà hai một mình<
>Em đi bỏ lửng dòng sông<
>Biệt tăm con cá lông nhông thuyền chài<
>Gió lêu lổng sóng dông dài<
>Hai mà một một mà hai một mình<
>Em đi bỏ lửng trúc xinh<
>Thầy đồ cóc dạy yêu tinh học bài<
>Nằm nghe ếch nhái thi tài<
>Hai mà một một mà hai một mình<
>Em đi bỏ lửng chân trời<
>Một người chiều ngóng một người ban mai<
>Hình là ta bóng là ai<
>Hai mà một một mà hai một mình<
>Em đi bỏ lửng cái tình<
>Tâm toang hoác rỗng rối tinh hình hài<
>Ruột rêu mọt gặm lai rai<
>Hai mà một một mà hai một mình",lục bát,https://isach.info/poem.php?poem=moi__nguyen_duy,Nguyễn Duy,hiện đại,
Một Góc Chiều Hà Nội,"Con rùa vàng gửi bóng ở trên mây<
>Cây si mọc chúc cành xuống nước<
>Thê Húc cong cong một nét lông mày<
>Tóc em dài cho ta nhìn thấy gió<
>Áo em bay cho mờ tỏ thân hình<
>Em sâu sắc như kinh thành cổ kính<
>Gốc si già da mốc ngói rêu xanh<
>Em nhẹ nhõm đi về trong phố cũ<
>Tường nhà lở vôi cửa gỗ bức bàn<
>Ta lặn lội như một thằng ăn trộm<
>Nơm nớp lo mình bị bắt quả tang<
>Lần lữa mãi thế là ta lỡ dại<
>Thế là ta mồ côi em mãi mãi<
>Cái vu vơ chết đuối dưới sương chiều<
>Cửa gỗ cài then….bóng em mất hút<
>Xe cúp đã thay cho ngựa tía võng điều<
>Ta trở lại gốc si già…và làm lại<
>Làm thơ tình tặng những lứa đang yêu…",bảy chữ,https://isach.info/poem.php?poem=mot_goc_chieu_ha_noi__nguyen_duy,Nguyễn Duy,hiện đại,
Nghe Tắc Kè Kêu Trong Thành Phố,"Người bạn tôi rung võng cười khoái trá<
>Ấy là lúc những cánh rừng trút lá<
>Mùa khô năm một ngàn chín trăm bảy tư<
>Ăn tết rừng xong, từ giã chú tắc kè<
>Chúng tôi xuôi, ào ào cơn lũ đổ<
>Các binh đoàn tràn vào thành phố<
>Đang mùa thay lá những hàng me<
>Lá me vàng lăn tăn trải thảm phố hè<
>Chồi non lăn tăn nơi đầu cành run rẩy<
>Cơn gió thoảng chút hương rừng đâu đấy<
>Hạt mưa đầu mùa trong suốt giữa lòng tay<
>Người bạn tôi không về tới nơi này<
>Anh gục ngã bên kia cầu Xa lộ<
>Anh nằm lại trước cửa vào thành phố<
>Giây phút lạnh lùng chấm dứt cuộc chiến tranh<
>Đồng đội, bao người không về tới như anh<
>Nằm lại Cầu Bông, Đồng Dù và xa nữa<
>Tất cả họ, suốt một thời máu lửa<
>Đều ước ao thật giản dị:",bảy chữ,https://isach.info/poem.php?poem=nghe_tac_ke_keu_trong_thanh_pho__nguyen_duy,Nguyễn Duy,hiện đại,
Ngồi Buồn Nhớ Mẹ Ta Xưa,"Bần thần hương huệ thơm đêm<
>Khói nhang vẽ nẻo đường lên niết bàn<
>Chân nhang lấm láp tro tàn<
>Xăm xăm bóng mẹ trần gian thuở nào<
>Mẹ ta không có yếm đào<
>Nón mê thay nón quai thao đội đầu<
>Rối ren tay bí tay bầu<
>Váy nhuộm bùn áo nhuộm nâu bốn mùa<
>Cái cò… sung chát đào chua…<
>Câu ca mẹ hát gió đưa về trời<
>Ta đi trọn kiếp con người<
>Cũng không đi hết mấy lời mẹ ru<
>Bao giờ cho tới mùa thu<
>Trái hồng trái bưởi đánh đu giữa rằm<
>Bao giờ cho tới tháng năm<
>Mẹ ra trải chiếu ta nằm đếm sao<
>Ngân hà chảy ngược lên cao<
>Quạt mo vỗ khúc nghêu ngao thằng Bờm…<
>Bờ ao đom đóm chập chờn<
>Trong leo lẻo những vui buồn xa xôi<
>Mẹ ru cái lẽ ở đời<
>Sữa nuôi phần xác hát nuôi phần hồn<
>Bà ru mẹ… mẹ ru con<
>Liệu mai sau các con còn nhớ chăng<
>Nhìn về quê mẹ xa xăm<
>Lòng ta – chỗ ướt mẹ nằm đêm mưa<
>Ngồi buồn nhớ mẹ ta xưa<
>Miệng nhai cơm búng lưỡi lừa cá xương",lục bát,https://isach.info/poem.php?poem=ngoi_buon_nho_me_ta_xua__nguyen_duy,Nguyễn Duy,hiện đại,
Nhìn Từ Xa… Tổ Quốc!,"Rũ ruột gan ra đếm<
>Chích một giọt máu thường xét nghiệm<
>Tí trí thức – tí thợ cày – tí điếm<
>Tí con buôn – tí cán bộ – tí thằng hề<
>Phật và ma mỗi thứ tí ti…<
>Khốn nạn thân nhau<
>Nặng kiếp phân thân mặt nạ<
>Thì lột mặt đi lần lữa mãi mà chi<
>Dù dối nữa cũng không lừa được nữa<
>Khôn và ngu đều có tính mức độ<
>Bụng dạ cồn cào bất ổn làm sao<
>Miếng quá độ nuốt vội vàng sống sít<
>Mất vệ sinh bội thực tự hào<
>Sự thật hôn mê – ngộ độc ca ngợi<
>Bệnh và tật bao nhiêu năm ủ lại<
>Biết thế nhưng mà biết làm thế nào<
>Chả lẽ bây giờ bốc thang chửi bới<
>Thầy chửi bới nhe giàn nanh cơ hội<
>Chả lẽ bốc thang cỏ khô nhai lại<
>Lạy ông-cơ-chế lạy bà-tư-duy<
>Xin đừng hót những lời chim chóc mãi<
>Ðừng lớn lối khi dân lành ốm đói<
>Vẫn còng làm cho thẳng lưng ăn<
>Ðổi mới thật không hay giả vờ đổi mới?<
>Máu nhiễm trùng ta có thể thay chăng?<
>Thật đáng sợ ai không có ai thương<
>Càng đáng sợ ai không còn ai ghét<
>Ngày càng hiếm hoi câu thơ tuẫn tiết",bảy chữ,https://isach.info/poem.php?poem=nhin_tu_xa_to_quoc__nguyen_duy,Nguyễn Duy,hiện đại,
Pháo Tết,"Tiếng pháo rền vang xa<
>Có một lão bị gậy<
>Khóc khàn trên sân ga<
>Cả thành phố như cháy<
>Lập lòe ánh hỏa châu<
>Có bà già bới rác<
>Nằm co ro gầm cầu<
>Cả thành phố như khói<
>Khét lẹt mờ mịt mây<
>Có một em điếm ế<
>Đón giao thừa gốc cây<
>Cả thành phố như toác<
>Xác pháo dày vỉa hè<
>Có chú bé đi bụi<
>Khoèo mé hiên lắng nghe<
>Toác, khói, cháy, nổ, tởn…<
>Trận mạc nào đang qua?<
>Có một người nạng gỗ<
>Ngồi bên sông nhớ nhà…",thơ tự do,https://isach.info/poem.php?poem=phao_tet__nguyen_duy,Nguyễn Duy,hiện đại,
Sông Thao,"Để mang về cái nhớ bâng quơ<
>Xin chớ hỏi tại sao làm như vậy<
>Tôi vốn không rành mạch bao giờ<
>Em đưa tiễn bước chân gìn giữ lắm<
>Hạt mưa dùng dằng ngọn cỏ ven đê<
>Yêu mến ạ, xin đừng buồn em nhé<
>Dòng nước trôi đi, giọt nước lại rơi về",bảy chữ,https://isach.info/poem.php?poem=song_thao__nguyen_duy,Nguyễn Duy,hiện đại,
Thơ Tặng Người Ăn Mày,"Ăn mày là ai? ăn mày là ta<
>Đói cơm rách áo hóa ra ăn mày<
>Sân ga Thanh Hóa chiều mưa đổ<
>Một người mẹ dắt con<
>Một em bé mắt tròn đen lay láy<
>Một bàn tay run run chìa ra đấy<
>Một thều thào như với riêng tôi:<
>“ơi các ông, các bà, các anh, các chị<
>Ai làm ơn nuôi cháu nên người?”<
>Trả lời thế nào với cái nhìn đen láy<
>Với bàn tay run run chìa ra đấy?<
>Tôi nhận ra bàn tay vàng móng ấy<
>Tay cấy cày làm hột gạo nuôi tôi<
>Bây giờ đồng trắng nước trôi<
>Bàn tay chìa vào mặt tôi gấp gáp<
>Hay là chính mẹ tôi từ trong đất<
>Dắt đất lên để thử lòng tôi chăng?<
>Tôi giấu mặt vào giữa đám đông<
>Tay lần mãi cái hầu bao rỗng lép<
>Chả lẽ moi ra một nhúm ngôn từ đẹp<
>Trả vào cái lòng tay trũng như đồng chiêm",bảy chữ,https://isach.info/poem.php?poem=tho_tang_nguoi_an_may__nguyen_duy,Nguyễn Duy,hiện đại,
Tre Việt Nam,"Xanh tự bao giờ<
>Thân gầy guộc, lá mong manh<
>Mà sao nên luỹ, nên thành tre ơi<
>Ở đâu tre cũng xanh tươi<
>Cho dù cát sỏi đá vôi bạc màu<
>Có gì đâu, có gì đâu<
>Mỡ màu ít chắt dồn lâu hoá nhiều<
>Rễ siêng không ngại đất nghèo<
>Tre bao nhiêu rễ bấy nhiêu cần cù<
>Vươn mình trong gió tre đu<
>Cây kham khổ vẫn hát ru lá cành<
>Yêu nhiều nắng nỏ trời xanh<
>Tre xanh không đứng khuất mình bóng râm<
>Bão bùng thân bọc lấy thân<
>Tay vin tay níu tre gần nhau thêm<
>Thương nhau tre chẳng ở riêng<
>Lũy thành từ đó mà nên hỡi người<
>Cho dù thân gãy cành rơi<
>Vẫn nguyên cái gốc truyền đời cho con<
>Nòi tre đâu chịu mọc cong<
>Mới lên đã thẳng như chông lạ thường<
>Lưng trần phơi nắng phơi sương<
>Có manh áo cộc tre nhường cho con<
>Măng non là búp măng non<
>Đã mang dáng thẳng, thân tròn của tre<
>Năm qua đi, tháng qua đi<
>Tre già măng mọc có gì lạ đâu",bảy chữ,https://isach.info/poem.php?poem=tre_viet_nam__nguyen_duy,Nguyễn Duy,hiện đại,
Trở Gió,"Trời hâm hấp trở trời<
>Gió vùng vằng thổi vặn<
>Em trở chứng lầm lì<
>Bóng chiều đi thủng thẳng<
>Chút thảnh thơi hiếm hoi<
>Tiếng cười ròn ít lắm<
>Thương từng giây chết trắng<
>Tội tình chi phí mình<
>Cái va chạm lặng thinh<
>Nứt dọc đời vết khổ<
>Thời hội chứng thần kinh<
>Mọi thứ đều dễ vỡ<
>Buổi bập bềnh bọt bể<
>Nương vào nhau mà trôi<
>Ngắn ngun ngủn ngày người<
>Gió chi mà gió thế…",thơ tự do,https://isach.info/poem.php?poem=tro_gio__nguyen_duy,Nguyễn Duy,hiện đại,
Về Đồng,"Nắng lóng lánh trong veo mầm mạ trắng<
>Lưng trần ứa giọt sương người mằn mặn<
>Tiếng cuốc kêu thất bát buổi trưa đầy<
>Rơm rạ ơi ta trở về đây<
>Cô hàng xóm vặn tay bồng tay bế<
>Bàn tay ấy có lần ta chạm khẽ<
>Thuở phải lòng nhau nào dám gì đâu<
>Rơm rạ ơi ta trở về đây<
>Ráng chiều cháy cái màu rơm rạ cháy<
>Đồng hí hoáy cố nhân đi cấy<
>Mông nứt đôi nhẫn nại chổng lên trời<
>Rơm rạ ơi ta trở về đây<
>Xin cúi lạy vong linh làng mạc<
>Bà và mẹ hoá cánh cò cánh vạc<
>Ông và cha man mác kiếp trâu cày<
>Rơm rạ ơi ta trở về đây<
>Ngôi chùa cũ mái đình xưa khuất bóng<
>Cỏ áy vàng bãi tha ma vắng<
>Lòng ngổn ngang gò đống tổ tiên nhà…<
>(Quê nhà, mùa hạ 1992)",bảy chữ,https://isach.info/poem.php?poem=ve_dong__nguyen_duy,Nguyễn Duy,hiện đại,
Về Làng,"Làng ta ở tận làng ta<
>Mấy năm một bận con xa về làng<
>Gốc cây hòn đá cũ càng<
>Trâu bò đủng đỉnh như ngàn năm nay<
>Cha ta cầm cuốc trên tay<
>Nhà ta xơ xác hơn ngày xa xưa<
>Lưng còng bạc nắng thâm mưa<
>Bụng nhăn lép kẹp như chưa có gì<
>Không răng… cha vẫn cười khì<
>Rượu tăm còn để dành khi con về<
>Ngọt ngào một chút nem quê<
>Cay tê cả lưỡi đắng tê cả lòng<
>Gian ngoài thông thống gian trong<
>Suốt đời làm lụng sao không có gì<
>Không răng… cha vẫn cười khì<
>Người còn là quý xá chi bạc vàng<
>Chiến tranh như trận cháy làng<
>Bà con ta trắng khăn tang trên đầu<
>Vẫn đồng cạn vẫn đồng sâu<
>Chồng cày vợ cấy con trâu đi bừa<
>Đường làng cây cỏ lưa thưa<
>Thanh bình từ ấy sao chưa có gì<
>Không răng… cha vẫn cuời khì<
>Giàu nghèo có số nghĩ chi cho buồn<
>Mẹ ta vo gạo thổi cơm<
>Ba ông táo sứt lửa rơm khói mù<
>Nhà bên xay lúa ù ù<
>Vẫn chày cối thậm thịch như thuở nào<
>Lũ em ta vác cuốc cào<
>Giục nhau bước thấp bước cao ra đồng<
>Mồ hôi đã chảy ròng ròng<
>Máu và nước mắt sao không có gì<
>Không răng… cha vẫn cười khì<
>Đời là rứa kể làm chi cho rầu<
>Cha con xa cách đã lâu<
>Mấy năm mới uống với nhau một lần…<
>Ruột ta thắt mặt ta nhăn<
>Cha ta thì cứ không răng cười cười<
>Ta đi mơ mộng trên trời<
>Để cha cuốc đất một đời chưa xong<
>Thanh Hóa, cuối 1988",lục bát,https://isach.info/poem.php?poem=ve_lang__nguyen_duy,Nguyễn Duy,hiện đại,
Vợ Ốm,"Vừa một xuân lại một xuân<
>Vợ ơi đại hạn đã gần một năm<
>Một nhà là sáu mồm ăn<
>Một thi nhân hóa phăm phăm ngựa thồ<
>Cái lưng em sụm bất ngờ<
>Tứ chi anh lõng thõng quơ rụng rời<
>Thông thường thượng giới rong chơi<
>Trần gian choang choác sự đời tùy em<
>Nghìn tay nghìn việc không tên<
>Mình em làm cõi bình yên nhẹ nhàng<
>Thình lình em ngã bệnh ngang<
>Phang anh xất bất xang bang sao đành<
>Cha con Chúa Chổm loanh quanh<
>Anh như nguyên thủ tanh bành quốc gia<
>Việc thiên việc địa việc nhà<
>Một mình anh vãi cả ba linh hồn.<
>(Tết Giáp Tuất, 1994)",lục bát,https://isach.info/poem.php?poem=vo_om__nguyen_duy,Nguyễn Duy,hiện đại,
Xuồng Đầy,"Hớ hênh nghiêng chút bên này<
>Sông sâu chới với bàn tay chia lìa<
>Hớ hênh nghiêng chút bên kia<
>Giọt đau thương sẽ đầm đìa mắt ai<
>Biết rồi!… Vai cứ kề vai<
>Kệ cho mấp mé cả hai mạn xuồng…<
>Bưởi nhà ai chín sau vườn<
>Gió bâng quơ thả làn hương giữa trời<
>Cu cườm thong thả bay đôi<
>Về đâu hỡi lục bình trôi lững lờ<
>Lau già râu tóc lơ phơ<
>Khói sương biêng biếc mấy bờ sông xa<
>Chiều xanh như nỗi nhớ nhà<
>Mây bàng bạc sóng bao la bốn bề<
>Không vì thương một miền quê<
>Tự dưng người ở đâu về lênh đênh<
>Người đang ước ngọt mơ lành<
>Sầu riêng đang chín trên cành phải không<
>Cũ xưa đến vậy là cùng<
>Sao sông nước cứ trẻ trung thế này<
>Ai xui người trở về dây<
>Mẹ răn vẫn nhớ xuồng đầy vẫn đi",lục bát,https://isach.info/poem.php?poem=xuong_day__nguyen_duy,Nguyễn Duy,hiện đại,
