title,content,genre,url,author,period,specific_genre
Hồn Nghệ Sỹ,"Ta là nàng Ly Dao<
>Ngồi bến Hoa Giang, khóc trăng sầu,<
>Đếm giọt sương gieo,<
>Lắng nghe rĩ rầu giọng dế,<
>Trời đất quạnh hiu,<
>Một mình ta tuôn thắm dòng lệ...<
>Gỡ mối sầu, ta sẽ lựa mấy đường tơ.<
>Ngọn lửa chài, con sông trắng,<
>Bóng sao mờ lấp láy,<
>Hồn nghệ sĩ lạnh lùng tê tái,<
>Ngón cầm giăng tơ phiếm lung lay,<
>Khi lâm li, khi dồn vồ vập,<
>Khi gieo nặng, khi cao bay...<
>Rồi một kiếp khóc mướn<
>Thương vay cho thiên hạ.<
>Cảnh đêm khuya trời giá,<
>Lạnh lùng thấy một bóng Ly Dao<
>Ngồi bến Hoa Giang khóc trăng sầu.",bảy chữ,https://isach.info/poem.php?poem=hon_nghe_sy__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Im Lặng,"Dưới rặng liễu thầm gieo bước một<
>Trên muôn trùng, lặng lẽ bóng sao bay;<
>Nàng đi, ôm mối sầu vô hạn,<
>Vô hạn, sầu tràn khắp cỏ cây.<
>Trên muôn trùng, lặng lẽ bóng sao bay,<
>Nàng đi một bước, đêm một chầy.<
>Đôi liễu nhìn nhau cùng rũ bóng<
>Bên đường tha thiết mớ tóc mây.<
>Nàng đi một bước đêm một chầy,<
>Cỏ mòn lặng uống hạt sương rơi<
>Ngang trời chiếc nhạn êm như mộng<
>Lơ lửng âm thầm nhẹ cánh bay.",lục bát,https://isach.info/poem.php?poem=im_lang__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Khi Thu Rụng Lá,"Em có bao giờ nói với anh,<
>Những câu tình tứ, thuở ngày xanh,<
>Khi thu rụng lá, bên hè vắng,<
>Tiếng sáo ngân nga, vẳng trước mành.<
>Em có bao giờ nghĩ tới anh,<
>Khi tay vịn rủ lá trên cành ?<
>Cười chim, cợt gió, nào đâu biết:<
>Chua chát lòng anh biết mấy tình ?<
>Lòng anh như nước hồ thu lạnh,<
>Quạnh quẽ đêm soi bóng nguyệt tà...<
>Ngày tháng anh mong chầm chậm lại,<
>Hững hờ em mặc tháng ngày qua...<
>Mùa đông đến đón ở bên sông,<
>Vội vã cô em đi lấy chồng,<
>Em có nhớ chăng ngày hạ thắm:<
>Tình anh lưu luyến một bên lòng?",lục bát,https://isach.info/poem.php?poem=khi_thu_rung_la__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Lại Uống,"Em đã dặn anh đừng uống nữa,<
>Vì đâu anh đã lại say rồi!<
>Hãy cho anh trái lời em dặn<
>Một lần và lần nữa mà thôi<
>Những từ xưa không hề nhắp rượu<
>Hiền vui như gió lướt bên cầu.<
>Anh chỉ say sưa màu tuyệt diệu<
>Thơ dầu ra, rượu chửa lúc vào.<
>Nhưng hôm nay em ạ, hôm nay<
>Anh thấy em buồn, buồn đắm say,<
>Không hỏi - có bao giờ anh hỏi<
>Anh chỉ nhìn mà lòng ngất ngây.<
>Ai chặt hộ mình những trấn song,<
>Cho vai kề vai, lòng bên lòng,<
>Cho lệ em rơi, khăn anh ướt,<
>Cho mắt đẹp nữa, lúc mơ mòng.<
>Lơi thêm một nút, thắt một nút<
>Một bước xa ra, một bước gần.<
>Đã biết không mong còn mỏi đợi<
>Như người thiếu nữ bến sông Ngân.<
>Chuyện ái ân dành khi nhàn rỗi<
>Cười cũng hay mà khóc cũng hay.<
>Không vui ta cũng cùng vui gượng,<
>Vì không buồn, cũng bị buồn lây.<
>Chỉ một lần và lần nữa thôi,<
>Và li này, và li nữa vơi,<
>Cho anh trái nữa lời em dặn<
>""Vì em chỉ là em gái thôi"".",lục bát,https://isach.info/poem.php?poem=lai_uong__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Lá Mồng Tơi,"Tặng hương hồn một bác sĩ<
>Hoa lá quanh nàng lác đác rơi,<
>Cuối vườn đeo giỏ hái mồng tơi,<
>Mồng tơi ứa đỏ đôi tay nõn,<
>Có bé nhìn tay, nhí nhảnh cười.<
>Cách tường tiếng gọi sẽ đưa sang;<
>Rẽ lá cô em trốn vội vàng,<
>Quên giỏ mồng tơi bên giậu vắng;<
>Ta qua nhặt lấy gửi đưa nàng.<
>Năm tháng ta chen chốn bụi hồng<
>Cảnh xưa dừng bước một chiều đông,<
>Cây trơ, giậu đổ, mồng tơi héo<
>Cô bé vườn bên đã lấy chồng.",lục bát,https://isach.info/poem.php?poem=la_mong_toi__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Lòng Cô Phụ,"Tình em như tuyết vương chân ngựa<
>Hoặc có vừng trăng muôn dặm soi<
>Đã lâu anh không đến vườn em nữa!<
>Các lối đi, gai cỏ mọc đầy,<
>Chim không hạ cánh,<
>Lá rụng không buồn bay,<
>Những chiều thu em không buồn tựa cửa.<
>Hoa em đầy giậu, bóng anh tuyệt vời<
>Cỏ em đầy vườn, ngựa anh không tới<
>Đã lâu ngày, ngõ ùn: lá bàng rơi,<
>Đón ai vào mà ngõ kia em phải xới?<
>Hôm nào đây, bầy chim con ngần trắng<
>Biết tự quãng nào, trong chốn rừng xanh<
>Bay về đây - trên cành xoan, im lặng<
>Không con nào mách hộ bóng tin anh!",bảy chữ,https://isach.info/poem.php?poem=long_co_phu__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Lưu Trọng Lư: Đôi Dòng Tiểu Sử,"Thơ - Lưu Trọng Lư: Đôi Dòng Tiểu Sử - Lưu Trọng Lư<
>Tôi biết giá trị của thành công: cống hiến, làm việc chăm chỉ, và sự hy sinh không cần bù đắp cho những việc bạn muốn nó xảy ra.<
>Nguyễn Nhật Ánh<
>Hoàng Thu Dung<
>Nguyễn Ngọc Tư<
>Quỳnh Dao<
>Hồ Biểu Chánh<
>Cổ Long<
>Ngọa Long Sinh<
>Ngã Cật Tây Hồng Thị<
>Trần Thanh Vân<
>Trung Nghị<
>Thu Hiền<
>Bá Trung<
>Mạnh Linh<
>Bạch Lý<
>Hướng Dương<
>Dương Liễu<
>Ngô Hồng<
>Ngọc Hân<
>Phương Minh<
>Shep O’Neal<
>Hồi Ký<
>Tùy But<
>Thơ ▼<
>Nguyễn Bính<
>Hồ Xuân Hương<
>Trần Đăng Khoa<
>Phùng Quán<
>Xuân Diệu<
>Lưu Trọng Lư<
>Tố Hữu<
>Xuân Quỳnh<
>Nguyễn Khoa Điềm<
>Vũ Hoàng Chương<
>Hàn Mặc Tử<
>Huy Cận<
>Bùi Giáng<
>Hồ Dzếnh<
>Trần Quốc Hoàn<
>Bùi Chí Vinh<
>Lưu Quang Vũ<
>Bảo Cường<
>Nguyên Sa<
>Tế Hanh<
>Hữu Thỉnh<
>Thế Lữ<
>Hoàng Cầm<
>Đỗ Trung Quân<
>Chế Lan Viên<
>Trịnh Công Sơn<
>Quốc Bảo<
>Phạm Duy<
>Anh Bằng<
>Võ Tá Hân<
>Hoàng Trọng<
>Trầm Tử Thiêng<
>Lương Bằng Quang<
>Song Ngọc<
>Hoàng Thi Thơ<
>Trần Thiện Thanh<
>Thái Thịnh<
>Phương Uyên<
>Khánh Ly<
>Cẩm Ly<
>Hương Lan<
>Như Quỳnh<
>Đan Trường<
>Lam Trường<
>Đàm Vĩnh Hưng<
>Minh Tuyết<
>Tuấn Ngọc<
>Trường Vũ<
>Quang Dũng<
>Mỹ Tâm<
>Bảo Yến<
>Toán Học<
>Tiếng Anh<
>Tin Học<
>Âm Nhạc<
>Lưu Trọng Lư: Đôi Dòng Tiểu Sử<
>Lưu Trọng Lư<
>Học trường Quốc Học Huế đến năm thứ ba thì bỏ ra Hà Nội học tư, rồi bỏ đi làm thơ, làm báo, viết văn.<
>Chủ trương Ngân Sơn Tùng Thư tại Huế năm 1933-1934. Sau 1954, ông làm vụ trưởng Vụ Sân Khấu Bộ Văn Hóa, và là Tổng thư ký Hội Nghệ Sĩ Sân Khấu Việt Nam.<
>Mặc dù Lưu là một trong những người cổ động cho Thơ Mới ồn ào nhất, đọc thơ ông, người ta vẫn có cảm tưởng nó chẳng mới bao nhiêu. Thơ Lưu Trọng Lư vẫn là một khúc đàn xưa, giàu tình cảm lẫn nhạc điệu với những rung động chân tình, dễ gây ấn tượng trong người đọc.<
>Nhận xét của Hoài Thanh - Hoài Chân: ""... thơ Lư nhiều bài thực không phải là thơ, nghĩa là những công trình nghệ thuật, mà chính là tiếng lòng thổn thức cùng hòa theo tiếng thổn thức của lòng ta"".",thơ tự do,https://isach.info/poem.php?poem=luu_trong_lu_doi_dong_tieu_su__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Mây,"Vì cánh hoa trong mưa buồn chớm nở<
>Anh nguyện xin làm gió bên đường<
>Lang thang bờ biển cả yêu thương<
>Đến bên nhau chia nỗi buồn cay đắng.<
>Một tiếng đàn khuya hoạ gió lặng<
>Nỗi đau hoà lẫn dưới trăng sao<
>Và hẹn cùng nhau Mây trắng bạc đầu.<
>Hôm ấy xuân vừa bừng hương sứ<
>Hồ Tịnh Tâm vội ngắt sen hè<
>""Rồi một ngày kia anh nhỉ<
>Trên làn tóc chung thuỷ xuân đi""<
>Lời em nói chốc ba mươi năm rồi đó<
>Tóc em chừ nở trắng một vài hoa<
>Vẫn như sớm hôm nào em nhỉ?<
>Trên đầu mây trắng vẫn bay qua.",bảy chữ,https://isach.info/poem.php?poem=may__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Một Chút Tình,"Chửa biết tên nàng, biết tuổi nàng,<
>Mà sầu trong dạ đã mang mang.<
>Lạnh lẽo đêm trường, giãi gió sương.<
>Ta chỉ xin em một chút tình<
>Cho lòng thắm lại với ngày xanh.<
>Sao em quên cả khi chào đón<
>Tình ái, chiều xuân, đến trước mành?<
>Rộn rã cười vang một góc lầu,<
>Ngây thơ em đã biết gì đâu!<
>Đêm khuya trăng động trong hoa lá,<
>Vò võ ta xe mấy đoạn sầu.<
>Lác đác ngày xuân rụng trước thềm,<
>Lạnh lùng ta dõi bước chân em.<
>Âm thầm ấp mối xa xa...vọng;<
>Đường thế đâu tìm bóng áo xiêm?<
>Đợi đến luân hồi sẽ gặp nhau<
>Cùng em nhắt lại chuyện xưa sau.<
>Chờ anh dưới gốc sim già nhé!<
>Em hái, đưa anh..., đóa mộng đầu.",lục bát,https://isach.info/poem.php?poem=mot_chut_tinh__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Một Mùa Đông - Bài 1,"Đôi mắt em lặng buồn<
>Nhìn thôi mà chẳng nói<
>Tình đôi ta vời vợi<
>Có nói cũng không cùng.<
>Yêu hết một mùa đông<
>Không một lần đã nói<
>Nhìn nhau buồn vời vợi<
>Có nói cũng không cùng.<
>Giời hết một mùa đông<
>Gió bên thềm thổi mãi;<
>Qua rồi muà ân ái:<
>Đàn sếu đã sang sông.<
>Em ngồi trong song cửa<
>Anh đứng dựa tường hoa<
>Nhìn nhau và lệ ứa<
>Một ngày một cách xa.<
>Đây là giải Ngân hà<
>Anh là chim Ô thước<
>Sẽ bắc cầu nguyện ước<
>Một đêm một lần qua.<
>Để mặc anh đau khổ<
>Ái ân, giờ tận số<
>Khép chặt đôi cánh song!<
>Khép cả một tấm lòng.",thơ tự do,https://isach.info/poem.php?poem=mot_mua_dong_bai_1__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Một Mùa Đông - Bài 2,"Em là gái trong song cửa<
>Anh là mây bốn phương trời<
>Anh theo cánh gió chơi vơi.<
>Em vẫn nằm trong nhung lụa.<
>Em chỉ là người em gái thôi<
>Người em sầu mộng cuả muôn đời<
>Tình em như tuyết dăng đầu núi<
>Vằng vặc muôn thu nét tuyệt vời.<
>Ai bảo em là giai nhân<
>Cho đời anh đau khổ?<
>Ai bảo em ngồi bên cửa sổ<
>Cho vương víu nợ thi nhân?<
>Ai bảo em là giai nhân<
>Cho lệ tràn đêm xuân?<
>Cho tì nh tràn trước ngõ,<
>Cho mộng tràn gối chăn?",bảy chữ,https://isach.info/poem.php?poem=mot_mua_dong_bai_2__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Một Mùa Đông - Bài 3,"Ngày một ngày hai cách biệt nhau<
>Chẳng được cùng em kê gối sầu,<
>Khóc chuyện thế gian cười ngặt nghẽo,<
>Cùng cười những chuyện thế gian đau.<
>Ngày hôm tiễn biệt buồn say dắm<
>Em vẫn đuà nô uống rượu say<
>Em có biết đâu đời vắng lạnh<
>Lạnh buồn như ngọn gió heo may.<
>Môi em đượm sặc mùi nho tươi<
>Đôi má hồng em chúm nụ cười<
>Đôi mắt em say mầu sáng lạn,<
>Trán em để lỏng làn tóc lơi.<
>Tuy môi em uống lòng anh say<
>Lời em càng nói, càng chua cay<
>Anh muốn van em đừng nói nữa<
>Lệ buồn sẽ nhỏ trong đêm nay.",lục bát,https://isach.info/poem.php?poem=mot_mua_dong_bai_3__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Một Mùa Đông - Bài 4,"Hãy xếp lại muôn vàn ân aí<
>Đừng trách nhau đừng aí ngại nhau<
>Thuyền yêu không ghé bến sầu<
>Như đêm thiếu phụ bên lầu không trăng.<
>Hãy như chiếc sao băng băng mãi<
>Để lòng buồn, buồn mãi không thôi.",lục bát,https://isach.info/poem.php?poem=mot_mua_dong_bai_4__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Nắng Mới,"Tặng hương hồn thầy me<
>Mỗi lần nắng mới hắt bên song,<
>Xao xác gà trưa gáy não nùng,<
>Lòng rượi buồn theo thời dĩ vãng,<
>Chập chờn sống lại những ngày không.<
>Tôi nhớ me tôi, thuở thiếu thời<
>Lúc người còn sống tôi lên mười;<
>Mỗi lần nắng mới reo ngoài nội,<
>Áo đỏ người đưa trước dậu phơi.<
>Hình dáng me tôi chửa xóa mờ<
>Hãy còn mường tượng lúc vào ra:<
>Nét cười đen nhánh sau tay áo<
>Trong ánh trưa hè trước dậu thưa.",lục bát,https://isach.info/poem.php?poem=nang_moi__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Say,"Ước gì ta có ngựa say<
>Con sông bên ấy bên này của ta<
>Ta say ngựa cũng là đà<
>Trời cao xuống thấp, núi xa lại gần<
>Ta say ngựa cũng tần ngần<
>Bầu không, lưng quảy một vừng giai nhân.",lục bát,https://isach.info/poem.php?poem=say__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Sứ Giả,"Một đêm mưa gió rộn ràng<
>Vô tình ta đã bên giường Quí Phi.<
>Phi chợt tỉnh :""Đi từ đâu lại?<
>Mới ở đây hoặc tới từ lâu ?""<
>Rằng :""Đi từ độ vào thu,<
>Gió thu về chậm, cuộc thu trễ tràng.<
>Em: sứ giả Minh Hoàng người cũ,<
>Chốn ngọc cung mái phủ sầu che;<
>Tình đi: ngấn để lụa the<
>Tình đi, đi mãi không về, tình không"".<
>Nghe ta nói động lòng sùi sụt<
>Nửa vạt sầu che vội mặt hoa,<
>Thẫn thờ Phi ngắm rừng xa<
>Mà khi ngoảnh lại thì ta không còn.<
>Là chim sứ giả<
>Em bay từ bể cả đến ngàn sâu,<
>Bay khắp sáu đảo ba châu<
>Tìm hoa cho gió, đón sầu cho thơ.<
>Tiếng cánh vỗ trong giờ li biệt<
>Nghe vội vàng bi thiết bao nhiêu;<
>Lang thang núi bạc mây chiều<
>Lao xao cánh nhạn mây chiều đập sương...",lục bát,https://isach.info/poem.php?poem=su_gia__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Thơ Sầu Rụng,"Vừng trăng từ độ lên ngôi.<
>Năm năm bền cũ em ngồi quay tơ.<
>Để tóc vướng vần thơ sầu rụng,<
>Mái tóc buồn thơ cũng buồn theo.<
>Năm năm tiếng luạ xe đều...<
>Những ngày lạnh rớt, gió vèo trong cây.<
>Nhẹ bàn tay, nhẹ bàn tay,<
>Mùi hương hàng xóm bay đầy mái đông.<
>Nghiêng nghiêng mái tóc hương nồng,<
>Thời gian lặng rót một dòng buồn tênh.",lục bát,https://isach.info/poem.php?poem=tho_sau_rung__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Thú Đau Thương,"Tình đã len trong màu nắng mới,<
>Lòng anh buồn vời vợi, em ơi!<
>Niềm yêu run động đôi môi<
>Tình đầy khôn lựa được lời thắm tươi.<
>Đã héo lắm nụ cười trong mộng,<
>Đã mờ mờ lắm bóng thân yêu,<
>Đã lam tím cả cảnh chiều,<
>Trong hồn lặng đã hiu hiu mộng tàn.<
>Để chăn gối im nằm chỗ cũ<
>Hãy lịm người trong thú đau thương,<
>Giờ đây ta đốt nén hương,<
>Trên tay ta buộc giải tang cho tình.",lục bát,https://isach.info/poem.php?poem=thu_dau_thuong__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Thu Hạ Long,"Mặt nước lặng tăm<
>Cánh buồm soi bóng, lướt thầm trên gương<
>Em vừa khoác nhiễu lam sương<
>Đã vân tím nhạt, chuyển sang lụa đào<
>Buồm bay hay cánh hải âu?<
>Nắng vàng thu hay nắng đầu xuân tươi?",lục bát,https://isach.info/poem.php?poem=thu_ha_long__luu_trong_lu,Lưu Trọng Lư,hiện đại,
Thu Sầu Rụng,"Vừng trăng từ độ lên ngôi.<
>Năm năm bền cũ em ngồi quay tơ.<
>Để tóc vướng vần thơ sầu rụng,<
>Mái tóc buồn thơ cũng buồn theo.<
>Năm năm tiếng luạ xe đều...<
>Những ngày lạnh rớt, gió vèo trong cây.<
>Nhẹ bàn tay, nhẹ bàn tay,<
>Mùi hương hàng xóm bay đầy mái đông.<
>Nghiêng nghiêng mái tóc hương nồng,<
>Thời gian lặng rót một dòng buồn tênh.",lục bát,https://isach.info/poem.php?poem=thu_sau_rung__luu_trong_lu,Lưu Trọng Lư,hiện đại,
