title,content,genre,url,author,period,specific_genre
Mộng Trăng,"Đêm lóng lánh sao khuya quyến rũ<
>Trời trong xanh mây ngủ trốn sao<
>Ôm đàn nắn phín trông cao<
>Ngó nơi xa thẳm lối vào thiên cung<
>Như lay động gió rung cành lá<
>Xào xạc nghe nai thả bước êm<
>Nhạc cung trầm bổng tơ mềm<
>Ngút xa tiềng hạc trăng thềm rọi qua<
>Đêm lưu luyến trăng ngà soi bóng<
>Sương âm thầm ướt đọng cỏ non<
>Thênh thang chiếu tỏa lối mòn<
>Mộng trăng vương vấn tình còn vấn vương",lục bát,https://isach.info/poem.php?poem=mong_trang__bac_tu,Bac Tu,hiện đại,
Một Thoáng Rồi Qua Đi,"Một Thoáng Rồi Qua Đi<
>Em đến muà xuân hoa sắc hương<
>Thiên thai lộng lẫy mở khai đường<
>Em đi trăng nhạt bờ giang thủy<
>Tiếng trúc não nùng vọng đêm sương",lục bát,https://isach.info/poem.php?poem=mot_thoang_roi_qua_di__bac_tu,Bac Tu,hiện đại,
Ngày Mới,"Là chim cất cánh tung bay<
>Lượn vòng tha thướt gọi ngày đơm bông<
>Đêm trăng chiếu rọi bên song<
>Tuyệt vời nét bút vẽ vòng đời nhau<
>Ban mai hé nở muôn màu<
>Hoa muôn vạn sắc nỗi sầu biến tan …",lục bát,https://isach.info/poem.php?poem=ngay_moi__bac_tu,Bac Tu,hiện đại,
Ngày Tháng,"Cuộc đời thơ thái với mây trời<
>Hoa dại bên đường mưa nhẹ rơi<
>Chợt nắng chan hoà gieo ngọn lá<
>Đan mây xanh ngát rũ cành cây<
>Hương nồng hoa toả đêm êm dịu<
>Sắc thắm lá xoè ngày ngất ngây<
>Khao khát cuộc tình vương lá đỏ<
>Tựu trung bến mộng hội trên đời",lục bát,https://isach.info/poem.php?poem=ngay_thang__bac_tu,Bac Tu,hiện đại,
Nguyệt Khuyết,"Nguyệt vẫn âm thầm lặng chốn nao<
>Hương đêm kết tụ ngủ nơi nào<
>Thềm ôm mây đọng im lìm bóng<
>Hiên vắng gió vờn lặng lẽ sao<
>Đỉnh núi ngỡ ngàng cây héo hắt<
>Bến sông hờ hững cỏ xanh xao<
>Tím màu nhung nhớ trăng huyền ảo<
>Nguyệt khuyết, đong đầy nỗi khát khao",lục bát,https://isach.info/poem.php?poem=nguyet_khuyet__bac_tu,Bac Tu,hiện đại,
Nhớ Người Xưa,"(Họa ngược vận ""Nhớ Người Xưa"")<
>Số phận mấy ai dễ khéo lường<
>Lênh đênh chìm nổi kiếp tha hương<
>Nhìn về quá khứ nhen hào khí<
>Hướng tới tương lai tỏa ánh dương<
>Thân quyến âm thầm vương nỗi nhớ<
>Tri âm đắm đuối đượm tình thương<
>Khắp nơi xuôi ngược , người muôn nẻo<
>Ai hiểu đời ai mấy chặng đường !<
>Xin hoạ bài Niềm Riêng của Sao Mai",lục bát,https://isach.info/poem.php?poem=nho_nguoi_xua__bac_tu,Bac Tu,hiện đại,
Phũ Phàng,"Em ơi! cách biệt mấy thu rồi ?<
>Khắc khoải con tim máu nhỏ rơi<
>Sương mù che lối đường năm cũ<
>Nhạc khúc tương phùng rách tả tơi<
>Em đến rồi đi trong giấc mơ<
>Anh đưa tay với em không chờ<
>Giật mình tỉnh thức anh lưu luyến<
>Cố níu vòng tay ôm thẫn thờ<
>Em có biết không lâu lắm rồi<
>Anh thèm tiếng hát đọng bờ môi<
>Khi em nhõng nhẽo lời hờn dỗi<
>Hay bắt anh đền thơ tình thôi<
>Từ lúc em đi cho đến giờ<
>Anh không còn viết những vần thơ<
>Nồng ấm yêu thương như ý muốn<
>Có chăng chỉ còn giấy bơ vơ<
>Em hỡi ! nơi nào hãy cố vui<
>Cố vơi nhung nhớ lẫn bùi ngùi<
>Em nhé! đừng rơi giọt lệ cuối<
>Dấu yêu ngày cũ cố chôn vùi",lục bát,https://isach.info/poem.php?poem=phu_phang__bac_tu,Bac Tu,hiện đại,
Quê Xưa,"Đất mẹ Xuân về nhớ biết bao<
>Vườn xanh lúa ngát gió rì rào<
>Hình trâu gắng sức đời cam khổ<
>Bóng nghé vươn mình số cực lao<
>Khóm trúc thì thào lay trước cổng<
>Bụi tre xào xạc động bên ao<
>Trong lành phảng phất hương đồng nở<
>Ong bướm say mê đón nhụy đào!<
>Ong bướm say mê đón nhụy đào<
>Cá bơi trẩy hội kín bờ ao<
>Én vang tiếng hát câu vui nghỉ<
>Nhạn vọng lời ca khúc giải lao<
>Cây cuốn lá xanh đầy bãi giậu<
>Giây leo trái chín đặc hàng rào<
>Luyến lưu kỉ niệm xa xưa ấy<
>Ngày tháng chất chồng tóc bạc bao!",lục bát,https://isach.info/poem.php?poem=que_xua__bac_tu,Bac Tu,hiện đại,
Ta Ru Ta,"Nắng chiều vương đọng vu vơ<
>Thân tằm ta nhả sợi tơ cho mình<
>Em đem dệt kén thật xinh<
>Ru ta giấc ngủ ẩn hình trong tim<
>Một đêm ươm mộng lắng chìm<
>Ta mơ thành bướm trắng tìm mùa xuân",lục bát,https://isach.info/poem.php?poem=ta_ru_ta__bac_tu,Bac Tu,hiện đại,
Thuở Ban Đầu,"Cái thuở ban đầu mới biết nhau<
>Chao ôi! bẽn lẽn cả đôi đầu<
>Đôi khi em liếc, vô tình đó<
>Thỉnh thoảng anh nhìn, cố ý đâu<
>Lẳng lặng cùng quay che bẽn lẽn<
>Âm thầm chuyển hướng giấu tình sâu<
>Ngày qua ngày lại tình vương vấn<
>Mấy cánh thư xanh đã nhiệm mầu",lục bát,https://isach.info/poem.php?poem=thuo_ban_dau__bac_tu,Bac Tu,hiện đại,
Tự Vịnh,"Can chi tà đạo với yêu ma<
>Tràng hạt luân hồi năm tháng qua<
>Hướng thiện tu thân nương cửa Phật<
>Từ bi cứu thế thoát đường ra<
>Nhọc nhằn đời thực khi mưa gió<
>Thanh thản tình thơ lúc bóng tà<
>Bạn hữu tha hương người mỗi ngã<
>Tao đàn chuông mõ chỉ mình ta .",lục bát,https://isach.info/poem.php?poem=tu_vinh__bac_tu,Bac Tu,hiện đại,
Xuân Ban Mai,"Bình minh ló dạng cuối trời Đông<
>Sương khói lung linh toả ánh hồng<
>Thấp thoáng mây vờn non bát ngát<
>Nhấp nhô gió lượn nước mênh mông<
>Én về trổi khúc chia mong đợi<
>Nhạn đến gieo vần cách ngóng trông<
>Ríu rít chim muông đan cánh vỗ<
>Hoà chung nhịp điệu đón Xuân nồng!",lục bát,https://isach.info/poem.php?poem=xuan_ban_mai__bac_tu,Bac Tu,hiện đại,
