title,content,genre,url,author,period,specific_genre
Chuyện Buồn,"Một đêm kia, một người Do Thái<
>Kể lể cùng tôi nỗi nhớ nhà<
>Thất thểu trọn đời nơi đất khách<
>Ăn nhờ, sống gửi xứ người ta.<
>Tôi nhớ, ông ơi, héo cả hồn!<
>Đời tôi, tôi chẳng muốn gì hơn<
>Là về cố quận, mai sau chết<
>Còn có bên nhà miếng đất chôn.<
>Tôi cũng như ông, cũng lạc loài,<
>Bơ phờ như chiếc lá thu rơi;<
>Lang thang mang bóng nơi xa ấy,<
>Tôi cũng như ông, cũng nhớ hoài.<
>Nhưng nỗi sầu ông dễ hiểu hơn,<
>Chớ tôi không biết cớ sao buồn:<
>Chưa hề mất mát, nhưng tìm mãi<
>Chẳng cách vời ai, vẫn đợi luôn.",lục bát,https://isach.info/poem.php?poem=chuyen_buon__te_hanh,Tế Hanh,hiện đại,
Có Những Con Đường,"Có những con đường ta đã đi<
>Thẩn thơ qua lại rất nhiều khi<
>Nhà người yêu mến ngang qua đấy,<
>Vắng mặt nên lòng thấy biệt ly.<
>Ta gửi tình ta ở khoảng đường:<
>Bước này tưởng nhớ, bước này thương,<
>Tay đưa ngượng nghịu, hàng mi chớp,<
>Ngực đánh dồn thêm, chân vấn vương.<
>Đi mãi không hề biết mỏi xa,<
>Đi suông không dám ngó vô nhà<
>Đường thường bỗng hóa trung tâm điểm,<
>Lắm cớ xui mình phải bước qua.<
>Ta tưởng bao giờ có thể quên<
>Con đường như một mối tơ duyên<
>Ai ngờ khúc ruột tương thân ấy<
>Cũng phải buồn đau chuyện chẳng bền<
>Ấy lúc lòng ta hết với người<
>Hay là yêu mến đổi dời nơi<
>Con đường bị bỏ trong quên lãng<
>Sầu tủi nằm thương dưới bụi đời.",lục bát,https://isach.info/poem.php?poem=co_nhung_con_duong__te_hanh,Tế Hanh,hiện đại,
Đắng Cay,"Vui không dám vui nhiều,<
>Miệng cười như thể mếu!<
>Lo lắng nỗi đìu hiu<
>Vấn vương người yểu điệu.<
>Đau buồn che dấu lệ;<
>Ta có thở than đâu!<
>Em xinh tươi như thế<
>Ai nỡ sẻ chia sầu.<
>Một lời em nói vội,<
>Một bước em đi nhanh,<
>Ta tưởng chừng thế giới<
>Sụp đổ vỡ tan tành.<
>Quen biết, vẫn cô đơn,<
>Lứa đôi thêm tẻ lạnh;<
>Ta ôm chịu tủi hờn,<
>Chết dần lòng kiêu hãnh.<
>Bấy lâu ta vẫn ngỡ<
>Đi kiếm chút êm đềm<
>Nay lòng tan nát vỡ,<
>Đau đớn quá đi em!",thơ tự do,https://isach.info/poem.php?poem=dang_cay__te_hanh,Tế Hanh,hiện đại,
Dễ Thương,"Sao vẻ đôi nhà quá dễ thương!<
>Buồn vương trước ngõ, nhớ bên vườn;<
>Cũ càng mái rợp quen mưa nắng<
>Bỡ ngỡ khêu hoài nỗi vấn vương.<
>Cảm giác êm êm khẽ động vừa<
>Lan từ bóng lá ủ ê đưa<
>Âm thầm cửa hé trông xa vắng<
>Như lúc đầu thu những buổi trưa<
>Người khách vu vơ ngóng đợi thầm<
>Dịu dàng thấp thoáng bóng giai nhân.<
>Thói nhà khép nép trong cây lá",lục bát,https://isach.info/poem.php?poem=de_thuong__te_hanh,Tế Hanh,hiện đại,
Độc Ác,"Còn gì sướng cho bằng trông cặp mắt<
>Êm như nhung, sưng tím, lệ tràn trề;<
>Ngắm bộ ngực tròn xinh đau quằn quại<
>Nặng nề buông trong hơi thở đê mê!<
>Nguồn vui thú hãy tìm trong tiếng khóc.<
>Rách đau thương như lụa xé tơi bời;<
>Trên cặp mắt môi đỏ tươi như vết máu<
>Kiếm nụ cười héo hắt tựa hoa rơi.<
>Vì ta quá yêu em - nhưng thất vọng!<
>(Ngàn muôn năm, yêu chỉ nghĩa là điên)<
>Nên ta mong lấp vùi lòng đau đớn<
>Trong những giờ vui thú nhọn như kim.",bảy chữ,https://isach.info/poem.php?poem=doc_ac__te_hanh,Tế Hanh,hiện đại,
Em Đến Với Anh,"Em đến với anh như tia nắng ấm<
>Giữa những ngày mây phủ bốn phương trời<
>Cơn gió lạnh mỗi giờ mỗi thấm<
>Nắng lên đi đẹp quá nắng ơi !<
>Em đến với anh như cơn gió mát<
>Cho một người ở giữa quãng đường xa<
>Chân đã mỏi mà cổ thì đói khát<
>Cơn gió về như nước xối chan hoà<
>Em đến với anh như thêm nguồn an ủi<
>Đau khổ thế nào vẫn giữ tấm lòng thơ<
>Đêm sắp hết và bình minh đang đến<
>Hạnh phúc không xa hãy đợi chờ<
>Em đến với anh thêm một lần thử thách<
>Tâm hồn anh còn rung cảm hay không<
>Khi quanh ta toàn những người thiết thực<
>Thấy bó rau xanh không thấy đóa hoa hồng<
>Trở thành thiên nga bay khắp trời xanh<
>Anh ra khỏi nỗi buồn tật bệnh<
>Chào đón mùa xuân-Em đến với anh",bảy chữ,https://isach.info/poem.php?poem=em_den_voi_anh__te_hanh,Tế Hanh,hiện đại,
Giữa Anh Và Em,"Anh như người bốn phía mưa rơi<
>Em bỗng đến và cuộc đời hửng nắng<
>Giữa hai ta còn muôn ngàn im lặng<
>Anh vẫn nghe xao động bao lời<
>Tưởng con sông đến lúc trôi em<
>Mùa hạ hết và mùa thu sắp đến<
>Anh lại thấy lòng mình xao xuyến<
>Bởi một cái nhìn sâu thẳm của em<
>Em biết không? Giữa anh và em<
>Không nói được nhiều hơn là nói được<
>Như khi chúng ta nhìn dòng nước<
>Giữa thuyền và bến, giữa bến và thuyền<
>Ngày mai kia trong biến động liên hồi<
>Anh không thể giữ cả những gì yêu quý nhất<
>Nhưng tình anh đối với em không thể mất",lục bát,https://isach.info/poem.php?poem=giua_anh_va_em__te_hanh,Tế Hanh,hiện đại,
Hà Nội Vắng Em,"Thế là Hà Nội vắng em<
>Anh theo các phố đi tìm ngày qua<
>Phố này bên cạnh vườn hoa<
>Nhớ khi đón gió, quen mà chưa thân<
>Phố này đêm ấy có trăng<
>Cùng đi một quãng nói bằng lặng im<
>Phố này anh đến tìm em<
>Người qua lại tưởng anh tìm bóng cây<
>Anh theo các phố đó đây<
>Thêm yêu Hà Nội vắng đầy cả em.",lục bát,https://isach.info/poem.php?poem=ha_noi_vang_em__te_hanh,Tế Hanh,hiện đại,
Hoàng Hôn,"Trái tim hấp hối của ngày tàn<
>Ứa lệ chan hòa ám thế gian<
>Ấy lúc trời cao buồn goá bụa<
>Cúi ôm trái đất đỡ băng hàn<
>Có phải vì tôi kiểu cách đâu!<
>Khách quan, ngoại cảnh gợi khêu sầu<
>Hư vô, ý chết luồn trong gió,<
>Hồn đứng bơ phờ trước vực sâu<
>Lẻ loi cho đến cả bên chân<
>Cái bóng trung trinh cũng chẳng quầng<
>Tay trái thờ ơ, tay phải lạnh<
>Hững hờ buông thõng hết tương thân.<
>Một con gà nhỏ lạc trong thôn<
>Mất mẹ bi thương gọi đứt hồn<
>Có phải lòng tôi đau quạnh quẽ<
>Kêu tìm lòng bạn giữa hoàng hôn?",lục bát,https://isach.info/poem.php?poem=hoang_hon__te_hanh,Tế Hanh,hiện đại,
Hờ Hững,"Anh tưởng chỉ cần trong thấy thôi<
>Là em hiểu rỏ lòng anh rồi.<
>Mối tình chan chứa trong đôi mắt,<
>Anh biết làm sao nói những lời.<
>Không có khi nào gặp gỡ em<
>Mà anh giữ được vẻ điềm nhiên:<
>Dáng anh bẽn lẽn, lời anh ngượng;<
>Em thử đôi lần nhớ lại xem.<
>Anh tưởng là em đã biết rồi<
>Những câu trò chuyện giọng đùa chơi,<
>Những thư thăm hỏi lời vơ vẩn,<
>Những sách anh đưa nói chuyện đời.<
>Những buổi trời mưa, những buổi chiều,<
>Lòng nghe rưng rức nỗi đìu hiu,<
>Những khi trăng sáng, khi hơi gió,<
>Nhẹ thổi vào lòng cơn mến yêu.<
>Và những đêm khuya giất mộng đào,<
>Mơ màng trên gối gặp chiêm bao,<
>Anh yêu, anh nhớ, anh thầm trách:<
>Em chẳng lần nào cảm động sao?<
>Sao em hờ hững thế cho đành,<
>Duyên mới cùng người hất hủi anh.<
>Tội nghiệp cho đời anh biết mấy!<
>Trăm năm chưa chắc vết thương lành.",lục bát,https://isach.info/poem.php?poem=ho_hung__te_hanh,Tế Hanh,hiện đại,
Kể Lể,"Em bỏ anh là phải lắm rồi!<
>Mến yêu chi kẻ chỉ buồn thôi,<
>Mến yêu chi kẻ bao giờ cũng<
>Ngơ ngác in như lạc giữa đời.<
>Kể từ gặp gỡ buổi ban sơ,<
>Len lẻn thư đi lại mấy tờ<
>Anh đã làm buồn màu giấy trắng<
>Với sầu không cớ, nhớ bâng quơ.<
>Kịp đến trao duyên những chuyện đầu,<
>Trời ơi, anh có nói gì đâu<
>Cho vui, cho đẹp lòng anh tý,<
>Quanh quẩn không qua chuyện tủi sầu.<
>Người ta mạnh mẽ biết bao nhiêu,<
>Lo lắng cho nhau thật đủ điều;<
>Anh chỉ đem tấm lòng yếu ớt<
>Người ta lo nghĩ đến tương lai:<
>Kết tóc xe tơ, chuyện vững dài,<
>Anh chỉ yêu suông vì anh biết<
>Không làm sung sướng được cho ai.<
>Quen biết em chi tội lắm mà!<
>Anh trông ngày tháng hững hờ qua<
>Mà lo, mà sợ, mà đau đớn;<
>Một phút cùng em một cách xa.<
>...Bây giờ em đã có nơi,<
>Biết phận anh đâu giám trách người,<
>Vội vã, anh đi như trốn tránh;<
>Tấm lòng hết cả những màu tươi.",lục bát,https://isach.info/poem.php?poem=ke_le__te_hanh,Tế Hanh,hiện đại,
Không Đề,"Em là cơn gió mát lừng<
>Thổi rung tất cả lá rừng đời anh<
>Em là giòng nước long lanh<
>Soi trong tất cả đồng anh đợi chờ<
>Đêm dày anh bước bơ vơ<
>Em đem nắng dọi tan bờ sương che<
>Thể tình anh sống si mê<
>Em đem mắt đẹp gọi về với thơ<
>Yêu em, trao cả tâm hồn,<
>Lòng thu ngày vắng, tình dồn dặm xa<
>Ngàn năm sau, chỗ đôi ta<
>Yêu nhau có lẽ lá hoa mọc đầy<
>Cảnh cây trụi lá hôm qua<
>Hôm nay nhựa chuyển lá ra mịn màng<
>Con chim hôm trước lạc đàn<
>Hôm nay nô nức khúc đàn xuân vui<
>Thiên nhiên mãi mãi yêu đời<
>Héo hon như để đến thời tươi thêm<
>Tấm lòng trần thế sao em<
>Kiêu căng chi để đời thêm bẽ bàng!<
>Bạn đừng tìm ở ái tình<
>Căn nguyên hạnh phúc, ảnh hình khổ đau<
>Lần yêu là một lần giàu<
>Thêm hương vĩnh viễn với màu vô biên<
>Hồn ta là một con thuyền<
>Bâng khuâng dợn sóng trước miền biển khơi<
>Lòng ta lạc giữa lòng đời<
>Như con chim nhỏ giữa trời mênh mông<
>Câu thơ cùng với trời xanh mãi còn<
>Nỗi niềm thúc đẩy tâm hồn<
>Cơn đau sáng tạo mỏi mòn tâm tư<
>Ta yêu dãy núi chân trời<
>Xa trông đôi nét, tới nơi vạn cành<
>Tâm hồn mai đỏ, chiều xanh<
>Đổi thay như những tâm tình nhân gian<
>Ta yêu biển rộng muôn vàn<
>Long lanh đáy ngọc, chói vàng dòng sao<
>Đêm đêm sóng vỗ dạt dào<
>Hồn ta như biển khát khao lạ thường",lục bát,https://isach.info/poem.php?poem=khong_de__te_hanh,Tế Hanh,hiện đại,
Lời Con Đường Quê,"Tôi, con đường quê nhỏ chạy lang thang,<
>Kéo nỗi buồn không dạo khắp làng.<
>Đến cuối thôn kia hơi cỏ vướng<
>Hương đồng quyến rũ hát lên vang.<
>Từ đấy mình tôi cỏ mọc đầy,<
>Giọc lòng hoa dại ngát hương lây.<
>Tôi ôm đám lúa, quanh nương sắn,<
>Bao cái ao rêu nước đục lầy...<
>Những buổi mai tươi nắng chói xa<
>Hồn tôi lóng lánh ánh dương sa,<
>Những chiều êm ả tôi thư thái<
>Như kẻ nông phu trở lại nhà.<
>Tôi đã từng đau với nắng hè:<
>Da rôi rạn nứt bởi khô se,<
>Đã từng điêu đứng khi mưa lụt:<
>Tôi lở, thân tôi rã bốn bề.<
>San sẻ cùng người nỗi ấm no<
>Khi mùa màng được, nỗi buồn lo<
>Khi mùa màng mất, tôi ngây cả<
>Với những tình quê buổi hẹn hò.<
>Và thế đời tôi hết cái buồn<
>Trong làng. Cực khổ đắm say luôn,<
>Tôi thâu tê tái trong da thịt<
>Hương đất, hương đồng chẳng ngớt tuôn.",lục bát,https://isach.info/poem.php?poem=loi_con_duong_que__te_hanh,Tế Hanh,hiện đại,
Mong Manh,"Trong chậu, một đóa hoa vừa nở,<
>Một đóa hoa tươi buổi sớm đầu.<
>Vì biết đời hoa mau héo rũ<
>Nên tôi mong mỏi giữ cho lâu.<
>Tôi đem để chậu dưới hiên nhà,<
>Cho đóa hoa cười khỏi nắng mưa<
>Tôi không dám ngửi e hương nhạt;<
>Sợ sắc mau phai chẳng dám sờ.<
>Nhưng chỉ bày thêm niềm tiếc rẻ;<
>Mới chiều hoa đã sắc hương bay.<
>Bao nhiêu tính toán, bao khôn khéo,<
>Không giữ cho hoa quá một ngày.<
>Dẫu được em cười vẫn quạnh hiu,<
>Không gần em lắm, ngó em nhiều;<
>Thiệt thòi, lủi thủi ta mang hết<
>Đôi lúc ta ngờ chẳng có yêu.<
>Tưởng biết lo xa chịu tủi sầu,<
>Mối tình nhỏ nhẹ sẽ bền lâu,<
>Than ôi, tình cũng như hoa mỏng<
>Ta có bao giờ giữ được đâu.",lục bát,https://isach.info/poem.php?poem=mong_manh__te_hanh,Tế Hanh,hiện đại,
Một Làng Thương Nhớ,"Làng ấy, buồn ủ rũ một bên sông<
>Hồn thương nhớ đắm chìm trong dĩ vãng<
>Thuở phong lưu, sắc đời đầy tươi sáng<
>Tơ lụa vàng chói rạng khắp bao thôn<
>Dưới trời xanh, soi biếc cả tâm hồn<
>Dâu tăm tắp từ đồng ra đến bãi<
>Đi hái lá, buổi chiều về cô gái<
>Vẳng lời ca ân ái khúc xuân tình<
>Tiếng chim ca nô nức với bình minh<
>Người thôn nữ thấy lòng như lụa mướt<
>Tay đưa thoi, ngồi dệt tình mơ ước<
>Đời thanh bình mây gió giục yêu đương<
>Đôi chàng trai lơ đãng để tơ vương<
>Đem tâm sự gửi vào giây chỉ mộng<
>Và con sông tưng bừng theo nhịp sống<
>Cũng rộn ràng lộng bóng những Tây Thi...<
>Nhưng một hồi tơ lụa phải ra đi<
>Hàng ngoại hóa giết dần hàng nội hóa<
>Vắng bóng kẻ sớm chiều đi hái lá<
>Dáng dâu mềm lả lướt đã nhường cho<
>Vẻ nặng nề không sắc của khoai ngô<
>Cỏ từ đây hắt hiu niềm nhớ tiếc<
>Những đôi lứa bỗng nhiên đành vĩnh biệt<
>Thôi còn đâu tha thiết với đường tơ<
>Việc hàng ngày vất vả, quá thô sơ<
>Đời lam lũ lấy gì thơ với mộng<
>Trước khung cửi nằm im chờ nhện đóng<
>Phận con tằm lỡ dở nghĩ mà thương<
>Bao trái tim goá bụa giữa tầm thường<
>Một thế hệ hao mòn trong lặng lẽ<
>Cho đến nỗi cháu nghe bà kể lể<
>Hạnh phúc xưa như thể chuyện hoang đường<
>Chỉ làng buồn còn giữ một màu tang<
>Và đất nhớ võ vàng mơ ước cũ<
>Và con sông âm thầm trong nước ngủ<
>Vẻ mồ côi của một xứ buồn tênh",bảy chữ,https://isach.info/poem.php?poem=mot_lang_thuong_nho__te_hanh,Tế Hanh,hiện đại,
Một Nỗi Niềm Xưa,"Kính dâng cha tôi<
>Chim quyên xuống đất ăn trùn<
>Anh hùng lỡ vận lên nguồn đốt than(1)<
>Tôi đã sống võng nôi trong tiếng hát<
>Của người cha thất chí trở về quê<
>Khi trưa vắng cây buồn lay bóng nhạt<
>Khi đêm im gió bạt ánh trăng hè.<
>Tiếng trầm nặng vang âm như lệ ứ<
>Tháng năm đầy tâm sự giải khôn ra<
>Đôi mắt rộng vọng xa về quá khứ<
>Trên trán sầu vơ vẩn bóng ngày qua<
>Bóng đau thương mấy mươi năm về trước<
>Núi sông buồn trang sử mở suy vong<
>Đường số mệnh là con đường của nước<
>Nợ nam nhi canh cánh giục bên lòng...<
>Bao hoài vọng xa xôi dần nhạt mắt,<
>Phôi pha rồi bao ý nghĩ hiên ngang!<
>Con chim quyên có ngày ăn dưới đất<
>Người anh hùng lỡ vận phải bán than<
>Hương hoa thơm một mai trong kẽ vách<
>Mặc thế thường lầm lẫn sạch cùng nhơ<
>Tìm tri kỷ nơi vài ba quyển sách<
>Ru tâm tình theo tiếng võng đung đưa<
>Tôi cảm thấy tỏa trong không khí nóng<
>Một nỗi buồn u uất trĩu trên mi<
>Trưa sao gắt gao như niềm thất vọng<
>Đêm sao não nề như buổi chia ly!<
>Và bao ai oán ngậm ngùi ngột ngạt<
>Bao ước mơ xưa, bao xót xa lòng,<
>Đều lần lượt lên giây trong tiếng hát<
>Đưa hồn tôi vào nỗi nhớ hưng vong.<
>Quảng Ngãi - Huế - Đà Nẵng 44",bảy chữ,https://isach.info/poem.php?poem=mot_noi_niem_xua__te_hanh,Tế Hanh,hiện đại,
