content,title,url,genre,period,specific_genre,author
"Điệu Hàm Chương mai hoa còn rớt ngọc,<
>Xiêm nghê nàng ven vén để hương lay,<
>Nốc đi cho làn phấn điểm màu say,<
>Cho rung động toàn thân người rớm khóc.<
>Rồi muôn xuân đã nư chiều thổn thức,<
>Đều run lên như thể tấm hồn mơ.<
>Ai gieo chi thương tiếc giữa đường tơ,<
>Cho lỡ dở vang lên từng tiếng nấc!<
>Nguồn sáng láng lờ đi trong sự thật,<
>Trong ảo huyền và trong cả mê ly.<
>Ai nỡ nào cắt nghĩa tới hàng mi:<
>Là ứ lại, là trào ra nước mắt.<
>Bằng trăm tiếng vẽ ra trăm màu sắc,<
>Với đôi tay này trút hết đê mê.<
>Dạ lan hương bừng nở cánh e dè,<
>Trong khúc nhạc rên đều hơi gió rớt.<
>Đàn ngọc đã rít lên chiều nả nớt,<
>Tôi kêu rêu van khóc lạy nàng thôi!<
>Hãy uống đi cốc rượu ngấm đầy hơi,<
>Chan chứa vị nồng say đêm hợp cẩn.<
>Nàng! Lạy nàng! hãy nghe tôi cầu khẩn:<
>Hãy khoan tay cầm lại trí tương tư,<
>Đang chờn vờn trong nguồn sáng ngất ngư,<
>Đang lướt mướt ở trong màu hoa lệ.<
>Trên cung bực hãm mau niềm ngọc kể,<
>Với lòng run ngưng hết cả thanh âm,<
>Cho lửng lơ chới với điệu phong cầm,<
>Cho tôi bớt bồi hồi trong một phút.",Đàn Ngọc,https://isach.info/poem.php?poem=dan_ngoc__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Đêm Xuân Cầu Nguyện<
>Hàn Mặc Tử<
>Tập thơ Hàn Mặc Tử:<
>Tặng cả và thiên hạ<
>Trời hôm nay bình an như nguyệt bạch,<
>Đường trăng xa, ánh sáng tuyệt vời bay...<
>Đây là hương quí trọng thấm trong mây<
>Ngời phép lạ của đức tin kiều diễm :<
>Câu tán tạ, không khen long cả phiếm :<
>Bút Xuân thu mùa nhạc đến vừa khi<
>Khắp mười phương điềm lạ trổ hoài nghi :<
>Cây bằng gấm và lòng sông toàn ngọc!<
>Và đầu hôm một vì sao liền mọc<
>Ơ? phương Nam mầu nhiệm biết ngần mô!<
>Vì muôn kinh dồn dập cõi thơm tho,<
>Thêm nghĩa lý sáng trưng như thất bảo.<
>Ta chấp hai tay lạy quỳ hoan hảo.<
>Ngửa trông cao, cầu nguyện trắng không gian,<
>Để vừa dâng, vừa hiệp bốn mùa xuân<
>Nở một lượt giàu sang hơn Thượng Đế.<
>Đã no nê, đã bưa rồi, thế hệ<
>Của phường trai mê mẩn khí thanh cao.<
>Phượng Hoàng bay trong một tối trăng sao<
>Mà ánh sáng không còn khiêm nhượng nữa;<
>Đương cầu xin, ọc thơ ra dường sữa,<
>Ta ngất đi trong khoái lạc của hồn đau...<
>Trên chín tầng diêu rộng cả trân châu<
>Dường sống lại muôn ngàn hoa phẩm tiết<
>Nhịp song đôi : này đây, cung cầm nguyệt<
>Ướp lời thơ thành phước lộc của đường tu,<
>Tôi van lơn, thầm nguyện Chúa Giê Su<
>Ban ơn xuống cho mùa xuân hôn phối,<
>Xin tha thứ những câu thơ tội lỗi<
>Của bàn tay thi sĩ kẻ lên trăng :<
>Trong bao đêm xao xuyến vũng sông Hằng.<
>(Xuân như ý)",Đêm Xuân Cầu Nguyện,https://isach.info/poem.php?poem=dem_xuan_cau_nguyen__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Mà anh hay em trong tim đều rạn<
>Đều chôn sâu hình ảnh một người mơ<
>Bây giờ đây quấn quít hiện bây giờ<
>Chỉ biết có đôi ta là đang sống<
>Đang cho nhau ngọt ngào và đang mộng<
>Cố làm lơ không biết đến thời gian<
>Đến bông hoa tàn tạ với trăng ngàn<
>Đến những tình duyên chung quanh thất vọng<
>Nhiều hành tinh tan đi vì đã lỏng<
>Ôi muôn năm! Giấc mộng đã đời chưa?<
>Lúc ấy sóng triều rên rỉ chưa bưa<
>Cứ nhắm mắt, cứ yêu nhau như chết<
>Cứ sảng sốt, tê mê và rũ liệt<
>Đừng nghe chi âm hưởng địa cầu đang<
>Vỡ toang ra từng mảnh, cả không gian<
>Cả thời gian, từ tạo thiên lập địa<
>Đều trộn trạo, điều hòa và xí xóa<
>Thành hư không như tình ái đôi ta.<
>Trong im lìm, lẻ loi trong dãy động,<
>Cũng hình như, em hỡi, động Huyền Không<
>Mà đêm nghe tiếng khóc ở đáy lòng,<
>Ở trong phổi, trong tim, trong hồn nữa.<
>Em cố nghĩ ra một chiều vàng úa,<
>Lá trên cành cành héo hắt, gió ngừng ru:<
>""Một mối tình nức nở giữa âm u,<
>Một hồn đau rã lần theo hương khói,<
>Một bài thơ cháy tan trong nắng rọi,<
>Một lời run hoi hóp giữa không trung,<
>Cả niềm yêu, ý thơ, cả một vùng,<
>Hóa thành vũng máu đào trong ác lặn"",<
>Đấy là tất cả người anh tiêu tán,<
>Cùng trăng sao bàng bạc xứ Say Mơ<
>Cùng tình em tha thiết như văn thơ<
>Ràng rịt mãi cho đến ngày tận thế.",Đôi Ta,https://isach.info/poem.php?poem=doi_ta__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Đừng Cho Lòng Bay Xa<
>Hàn Mặc Tử<
>Tập thơ Hàn Mặc Tử:<
>Thượng thanh khí tiết ra nguồn sinh khí<
>Xa xôi trăng mọc nước Huyền Vi,<
>Đây Miên Trường, đây Vĩnh Cửu, tề phi!<
>Cao cao vượt với hai hàng bóng vía.<
>Trời nhật nguyệt cầu vồng bắt tứ phía,<
>Ôi Hoàng Hoa, hồn phách đến nơi đây.<
>Hương ân tình cho kết lại thành dây,<
>Mong manh như lời nhớ thương hàng triệu<
>Đàn cung bậc gió dồn lên âm điệu,<
>Sững lòng chưa? Say chấp cả thanh bai.<
>Sang chơi thôi, sang chơi thôi mà ai,<
>Thu đây rồi, bước lên cầu Ô Thước<
>Sao! Vàng sao rơi đầy nơi sóng nước,<
>Đừng ngả tay mà hứng máu trời sa.<
>Thôi kéo về đừng cho lòng bay xa...<
>Thu vươn này, thu vươn ra như ý...<
>Mau rất mau trong muôn hoa kiều mỵ,<
>Mùa rất trai và ánh sáng rất cao.<
>Đừng nói buồn mà không khí nao nao,<
>Để chơi vơi này bông trăng lá gió,<
>Để phiêu phiêu này tờ thơ vàng võ,<
>Để dầm dề hạt lệ đôi ta.<
>Tầng thượng tầng lâu đài ngọc đơm ra .<
>Khói nhạt nhạt xen vô màu xanh biếc.<
>Đẩy đưa dài hơi ngào ngạt trầm mơ .<
>Thinh không tan như bào ảnh hư vô,<
>Giải Ngân Hà biến theo cầu Ô Thước.<
>Và ước ao nhớ nhung lần lượt<
>Đắm im lìm trong mường tượng buồn thiu .<
>(Thượng Thanh Khí)",Đừng Cho Lòng Bay Xa,https://isach.info/poem.php?poem=dung_cho_long_bay_xa__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Em Nhớ Mình Xa<
>Hàn Mặc Tử<
>Tập thơ Hàn Mặc Tử:<
>Tặng Trần Thanh Địch<
>Hôm nay có một nửa trăng thôi,<
>Một nửa trăng ai cắn vỡ rồi!<
>Tôi nhớ mình xa thương đứt ruột,<
>Gió làm nên tội buổi chia phôi.<
>(Xuân Như Ý)",Em Nhớ Mình Xa,https://isach.info/poem.php?poem=em_nho_minh_xa__han_mac_tu,thơ tự do,hiện đại,,Hàn Mặc Tử
"Đã mê rồí! Tư Mã chàng ôi!<
>Người thiếp lao đao sượng cả người.<
>Ôi! ôi! hãm bớt cung cầm lại,<
>Lòng say đôi má cũng say thôi.<
>Song những phút mơ khoái lạc ấy có được là bao. Tỉnh dậy, người thấy:<
>Sao trìu mến thân yêu đâu vắng cả?<
>Trơ vơ buồn và không biết kêu ai!<
>Bức thư kia sao chẳng viết cho dài,<
>Cho khăng khít nồng nàn thêm chút nữa.<
>Ta tưởng nghe lời than của Huy Cận.",Hàn Mặc Tử: Tác Giả,https://isach.info/poem.php?poem=han_mac_tu_tac_gia__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Hãy Nhập Hồn Em<
>Hàn Mặc Tử<
>Tập thơ Hàn Mặc Tử:<
>Đừng nhắc nhở tên anh ngoài lỗ miệng<
>Vì gió hương nghe được rỉ thầm hoa<
>- Lộ mất rồi tâm sự của đôi ta<
>Chưa hề nói cho một ai nghe biết<
>Chưa hề dặn ngày mai rồi tiễn biệt<
>Chưa khi nào đọc đến chữ chia ly.<
>Bỗng đêm nay trước cửa bóng trăng quì<
>Sấp mặt xuống uốn mình theo dáng liễu<
>Lời nguyện gẫm xanh như màu huyền diệu<
>Não nề lòng viễn khách giữa cơn mơ<
>Trời từ bi cảm động ứa sương mờ<
>Sai gió lại lay hồn trong kẽ lá<
>Trăng choáng váng với hoa tàn cùng ngã<
>Anh đoán chừng cơn ấy em ngất đi<
>Khổ lòng chưa, em hỡi! Mộng tình si<
>Cuồng dại quá, khiến nước mây sường sượng<
>Nhưng qua rồi những phút giây tơ tưởng<
>Anh nhìn trăng lỏn lẻn đậu ngành cao<
>Phải giờ này đang lúc em chiêm bao<
>Chính giờ này anh đang yêu em thiệt<
>- Em hãy nhập hồn em trong bóng nguyệt",Hãy Nhập Hồn Em,https://isach.info/poem.php?poem=hay_nhap_hon_em__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Hồn Là Ai<
>Hàn Mặc Tử<
>Tập thơ Hàn Mặc Tử:<
>Hồn là ai là ai? Tôi không biết<
>Hồn theo tôi như muốn cợt tôi chơi<
>Môi đầy hương tôi không dám ngậm cười<
>Hồn vội mớm cho tôi bao ánh sáng<
>Tôi chết giả và no nê vô vạn<
>Cười như điên, sặc sụa cả mùi trăng<
>Áo tôi là một thứ ngợp hơn vàng<
>Hồn đã cấu, đã cào, nhai ngấu nghiến<
>Thịt da tôi sượng sần và tê điếng<
>Tôi đau vì rùng rợn đến vô biên<
>Tôi dìm hồn xuống một vũng trăng êm<
>Cho trăng ngập trăng dồn lên tới ngực<
>Hai chúng tôi lặng yên trong thổn thức<
>Rồi bay lên cho tới một hành tinh<
>Cùng ngả nghiêng lăn lộn giữa muôn hình<
>Để gào thét một hơi cho rởn ốc<
>Cả thiên đường trần gian và địa ngục<
>Hồn là ai? Là ai! Tôi không hay<
>Dẫn hồn đi ròng rã một đêm nay<
>Hồn mệt lả mà tôi thì chết giấc",Hồn Là Ai,https://isach.info/poem.php?poem=hon_la_ai__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Hồn Lìa Khỏi Xác<
>Hàn Mặc Tử<
>Tập thơ Hàn Mặc Tử:<
>Há miệng cho hồn văng lên muôn trượng,<
>Chơi vơi trong khí hậu chín từng mây.<
>Ánh sáng lại sẽ tan vào hư lãng,<
>Trời linh thiêng; cao cả gợi nồng say...<
>Vì không giới, nơi trầm hương vắng lặng,<
>Nên hồn bay vùn vụt tới trăng sao,<
>Sóng gió nổi rùng rùng như địa chấn,<
>Và muôn vàn thần phách ngả lao đao.<
>Cả hơi hám muôn xưa theo ám ảnh,<
>Hồn trơ vơ không biết lạc về đâu?<
>Và vướng phải muôn vàn tinh khí lạnh,<
>Hồn mê man bất tỉnh một hồi lâu.<
>Rồi sảng sốt bay tìm muôn tử khí,<
>Mà muôn sao xa cách cõi hoang sơ.<
>Hồn cảm thấy bùi ngùi như rớm lệ,<
>Thôi hồn ơi, phiêu lạc đến bao giờ!<
>Hồn hãy thoát ly ra ngoài tâm tưởng<
>Là hồn đừng nghĩ ngợi đến hồn trong,<
>Cứ để mặc hồn ngoài bay lưởng vưởng,<
>Ngao du cùng khắp cõi trí mênh mông.<
>Xác ta sẽ hút bao nguồn trăng loạn,<
>Ngấm vào trong cơ thể những hoa hương,<
>Và sẽ thở ra toàn hơi thở sáng,<
>Để trên cao, hồn khỏi lộn màu sương.<
>Rồi hồn ngắm tử thi hồn tan rã,<
>Bốc thành âm khí loãng nguyệt cầu xa.<
>Hồn mất xác, hồn sẽ cười nghiêng ngả,<
>Và kêu rêu thảm thiết khắp bao la...<
>Ôi hồn thiêng liêng không hề chết đặng,<
>Làm sao hồn chẳng hiểu nghĩa vô biên.<
>Ngày tận thế là ngày tán loạn,<
>Xác của hồn, hồn của xác y nguyên.<
>Đêm nay ta khạc hồn ra khỏi miệng,<
>Để cho hồn đỡ bớt nỗi bi thương.<
>Nhưng khốn nỗi xác ta đành câm tiếng,<
>Hồn đi rồi, không nhập xác thê lương.",Hồn Lìa Khỏi Xác,https://isach.info/poem.php?poem=hon_lia_khoi_xac__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Khói Hương Tan<
>Hàn Mặc Tử<
>Tập thơ Hàn Mặc Tử:<
>Tối hôm nay muôn sao bay nhấp nhánh<
>Sông Mê Hà đưa đẩy sóng triền miên<
>Thuyền anh buông lửng lơ trong hiu quạnh<
>Tới em chưa, đã tới bến lòng em<
>Mộng uyên ương đang khi tim rào rạt<
>Thuyền anh neo đậu trước bến Hàn Giang<
>Nhưng uyên ương khi trăng sao bàng bạc<
>Biến mất rồi, anh thấy khói hương tan.",Khói Hương Tan,https://isach.info/poem.php?poem=khoi_huong_tan__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Một Miệng Trăng<
>Hàn Mặc Tử<
>Tập thơ Hàn Mặc Tử:<
>Cả miệng ta trăng là trăng<
>Cả lòng ta vô số gái hồng nhan<
>Ta nhả ra đây một nàng<
>Cho mây lặng lờ, cho nước ngất ngây<
>Cho vì sao rụng xuống mái rừng say<
>Gió thổi rào rào như lá đổ<
>Suối gì trong trắng vẫn đồng trinh<
>Bóng ai theo dõi bóng mình<
>Bóng nàng yêu tinh<
>Nhịp cười như tiếng vỡ pha lê<
>Thưa, tôi không dám say mê<
>Một mai tôi chết bên khe Ngọc Tuyền<
>Bây giờ tôi dại, tôi điên<
>Chấp tay tôi lạy cả miền không gian<
>Hẹn tôi tảng sáng đi tìm mộng<
>Mộng còn lưởng vưởng bến xam mơ<
>Tiếng gà gáy rung trăng đầu hạ<
>Tôi hoảng hồn lên, giận sững sờ",Một Miệng Trăng,https://isach.info/poem.php?poem=mot_mieng_trang__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
"Một Nửa Trăng<
>Hàn Mặc Tử<
>Tập thơ Hàn Mặc Tử:<
>Hôm nay có một nửa trăng thôi,<
>Một nửa trăng ai cắn vỡ rồi!<
>Ta nhớ mình xa thương đứt ruột!<
>Gió làm nên tội buổi chia phôi!",Một Nửa Trăng,https://isach.info/poem.php?poem=mot_nua_trang__han_mac_tu,thơ tự do,hiện đại,,Hàn Mặc Tử
"Ngoài Vũ Trụ<
>Hàn Mặc Tử<
>Tập thơ Hàn Mặc Tử:<
>Lụt Hồng thủy trời không cho tái lại,<
>Khiến bồ câu bay bổng quá không gian.<
>- Ra không gian là vượt hẳn thượng tầng.<
>Tấp tới đến ở ngoài kia vũ trụ,<
>Nơi khí tượng bốc ngùn muôn tinh tú,<
>Nơi không cho hồn lai vãng quan chiêm.<
>Sáng vô cùng, sáng láng cả mọi niềm,<
>Không u ám như cõi lòng ma quỷ.<
>Vì có đấng hằng Sống, hằng Ngự trị,<
>Nhạc thiêng liêng dồn trổi khắp hư linh.<
>Ồ say sưa trên hết các tục tình,<
>Ồ thú lạ, những phút giây thanh thoát.<
>Hương cho thơm ứ đầy hơi khoái lạc,<
>Máu cho cuồng run giật đến miên man.<
>Hồn hỡi hồn, lên nữa, quá thinh gian.<
>Tìm tới chốn chiêm bao ngoài sự thực.<
>Mộng là mộng tràn trề muôn vạn ức.<
>Tình thơm tho như ngấn lệ còn nguyên.<
>Ta ước ao đầu đội mũ triều thiên,<
>Và tắm gội ở trong nguồn ánh sáng.<
>Ca những điệu ngọc vàng cao sang sảng,<
>Lời văng xa truyền nhiễm đến vô song.<
>Bầu hạo nhiên lồng lộng một màu trong,<
>Không rung động bởi tơ huyền náo nức.<
>Hồn hỡi hồn, bay ra ngoài kia mức,<
>Nơi thiên sầu địa thảm giới Lâm Bô<
>Say máu ngà, say nữa tới chừng mô?<
>Cả vũ trụ tan theo ngày Phán Xét,<
>Là khủng khiếp cả Trời Đất tiêu diệt.",Ngoài Vũ Trụ,https://isach.info/poem.php?poem=ngoai_vu_tru__han_mac_tu,bảy chữ,hiện đại,,Hàn Mặc Tử
